"","i","j","S","OS","WN","ST"
"1","network_1","network_2",0.340038859547194,0.358690555224899,0.595940264030387,0.237249708805488
"2","network_1","network_3",0.72292850034478,0.17992847455497,0.85655378233844,0.676625307783471
"3","network_1","network_4",0.672321327198774,0.274880337445784,0.859270710016812,0.584390372571028
"4","network_1","network_5",0.826680463431009,0.259921049894873,0.93405516429957,0.674134114404697
"5","network_1","network_6",0.799361623286296,0.5,0.975960559432576,0.475960559432576
"6","network_1","network_7",0.786829017182057,0.25,0.963817287555639,0.713817287555639
"7","network_1","network_8",0.765146352178871,0.236239693111556,0.917913047195508,0.681673354083952
"8","network_1","network_9",0.805691773391892,0.414213562373095,0.965260849269924,0.551047286896829
"9","network_1","network_10",0.81178457964561,0.125800032100511,0.900613811780871,0.77481377968036
"10","network_1","network_11",0.85231026077959,0.125800032100511,0.949420675773358,0.823620643672847
"11","network_1","network_12",0.785766028846993,0.293204644929467,0.912920299682948,0.619715654753481
"12","network_1","network_13",0.903246212309282,NA,0.999269584264674,NA
"13","network_1","network_14",0.885430036868452,NA,1,NA
"14","network_2","network_3",0.711638979009631,0.258492837727415,0.837960686637302,0.579467848909887
"15","network_2","network_4",0.735532568744941,0.259921049894873,0.864006192137743,0.60408514224287
"16","network_2","network_5",0.780662438834527,0.414213562373095,0.9571388859028,0.542925323529706
"17","network_2","network_6",0.780662438834527,0.492164181573689,0.971889306175936,0.479725124602246
"18","network_2","network_7",0.803006107193704,0.236239693111556,0.97918755117836,0.742947858066804
"19","network_2","network_8",0.773215881228421,0.215067206253845,0.954330857786474,0.739263651532629
"20","network_2","network_9",0.815349896004671,0.240806478802799,0.979485295538011,0.738678816735212
"21","network_2","network_10",0.792385919517446,0.240806478802799,0.937880496432451,0.697074017629652
"22","network_2","network_11",0.853735216954693,0.125800032100511,0.959289781558872,0.833489749458361
"23","network_2","network_12",0.754504856059104,0.336348077210509,0.938192692799842,0.601844615589333
"24","network_2","network_13",0.896437527631862,NA,0.98684589027463,NA
"25","network_2","network_14",0.888609382496743,NA,0.992260985811236,NA
"26","network_3","network_4",0.331491739577171,0.345350882976346,0.56116942029412,0.215818537317774
"27","network_3","network_5",0.591340496560816,0.512349553310437,0.849560827012722,0.337211273702284
"28","network_3","network_6",0.591340496560816,0.435268078899237,0.857415811433704,0.422147732534467
"29","network_3","network_7",0.639848274038568,0.477545020790695,0.875873677780283,0.398328656989588
"30","network_3","network_8",0.595553087214485,0.465303393814039,0.806791471181918,0.341488077367879
"31","network_3","network_9",0.675224302895346,0.496947827854798,0.897426320643244,0.400478492788446
"32","network_3","network_10",0.67463838428972,0.386022420064071,0.840273347671599,0.454250927607528
"33","network_3","network_11",0.714064652762663,0.257122260926252,0.880403907296482,0.62328164637023
"34","network_3","network_12",0.569555023639599,0.473384290870718,0.829456815639754,0.356072524769036
"35","network_3","network_13",0.757723408033078,0.492164181573689,0.974641373997579,0.48247719242389
"36","network_3","network_14",0.72292850034478,0.681792830507429,0.975082372514241,0.293289542006812
"37","network_4","network_5",0.665755463806716,0.436116906969507,0.875806869722262,0.439689962752754
"38","network_4","network_6",0.665755463806716,0.381350227257997,0.905778218104181,0.524427990846185
"39","network_4","network_7",0.639848274038568,0.351037814717394,0.881811663670748,0.530773848953354
"40","network_4","network_8",0.615248041522564,0.451724141157942,0.849646704767768,0.397922563609826
"41","network_4","network_9",0.725372023784167,0.322614673819306,0.902912449113733,0.580297775294426
"42","network_4","network_10",0.717781866011485,0.19055078897615,0.849646704767768,0.659095915791618
"43","network_4","network_11",0.767690833900011,0.364692267507932,0.927747929834929,0.563055662326997
"44","network_4","network_12",0.660926531333409,0.312915852601321,0.855722700765465,0.542806848164144
"45","network_4","network_13",0.814642156741042,0.19055078897615,0.974455704276804,0.783904915300654
"46","network_4","network_14",0.748803518652509,0.236239693111556,0.975826325892212,0.739586632780656
"47","network_5","network_6",0.299338906351759,0.300437313211928,0.488877390934293,0.188440077722365
"48","network_5","network_7",0.439731626855981,0.434427280980463,0.840955395383568,0.406528114403105
"49","network_5","network_8",0.457417442565057,0.401128000177002,0.795780052599888,0.394652052422886
"50","network_5","network_9",0.551493712345214,0.409305934379925,0.789440842913533,0.380134908533609
"51","network_5","network_10",0.468092459190234,0.354447899151254,0.824457826200088,0.470009927048834
"52","network_5","network_11",0.608038768101787,0.532338157162976,0.900828394942422,0.368490237779446
"53","network_5","network_12",0.477594521995996,0.465704139548672,0.801287006846713,0.335582867298041
"54","network_5","network_13",0.594227508502702,0.159335623673367,0.826519861189003,0.667184237515637
"55","network_5","network_14",0.643817772406912,0.215281811742787,0.856783252680205,0.641501440937418
"56","network_6","network_7",0.460242600741271,0.334545159188842,0.787384218653781,0.452839059464939
"57","network_6","network_8",0.475568918203463,0.415626249821909,0.772458857029995,0.356832607208085
"58","network_6","network_9",0.528538058503558,0.35230739044737,0.768329423475663,0.416022033028293
"59","network_6","network_10",0.506269447093766,0.211618040570784,0.740833365837887,0.529215325267103
"60","network_6","network_11",0.583185471894845,0.349511742277083,0.845814146898805,0.496302404621722
"61","network_6","network_12",0.477594521995996,0.391746865270546,0.750389000987355,0.358642135716808
"62","network_6","network_13",0.620134223948376,0.234805597348853,0.878777216906329,0.643971619557477
"63","network_6","network_14",0.668775065243582,0.16999039237019,0.882942485303023,0.712952092932833
"64","network_7","network_8",0.310538070166392,0.365607049030927,0.549248139620505,0.183641090589578
"65","network_7","network_9",0.539000625616077,0.356604327447672,0.749402477897663,0.392798150449991
"66","network_7","network_10",0.495719297971945,0.309643060064019,0.723587319611737,0.413944259547718
"67","network_7","network_11",0.539697692918292,0.437746697445018,0.809784008938859,0.372037311493841
"68","network_7","network_12",0.456788777478753,0.424795495815155,0.808381031140849,0.383585535325694
"69","network_7","network_13",0.637637833899001,0.259921049894873,0.812284863155444,0.552363813260571
"70","network_7","network_14",0.621581560369253,0.357114551220635,0.822562641281582,0.465448090060946
"71","network_8","network_9",0.477161588322562,0.462065075541258,0.734779073804607,0.272713998263349
"72","network_8","network_10",0.46729923006072,0.465660538064073,0.781797436280678,0.316136898216605
"73","network_8","network_11",0.563174921373824,0.412752849336559,0.792627261459631,0.379874412123072
"74","network_8","network_12",0.482816533982649,0.492406540423965,0.797887736105354,0.305481195681389
"75","network_8","network_13",0.643805130029295,0.290092109515075,0.785114387004673,0.495022277489598
"76","network_8","network_14",0.601514575552718,0.39776343871158,0.800046338320886,0.402282899609306
"77","network_9","network_10",0.312386015197259,0.246738896471781,0.495332412487576,0.248593516015795
"78","network_9","network_11",0.52343887548438,0.339659140705413,0.755663146968395,0.416004006262982
"79","network_9","network_12",0.53564584499759,0.375991078578226,0.757823668512288,0.381832589934062
"80","network_9","network_13",0.553995695018102,0.308550502727347,0.773375411523806,0.464824908796459
"81","network_9","network_14",0.515632594068767,0.319507910772894,0.746150825542596,0.426642914769702
"82","network_10","network_11",0.559069704799421,0.399448195901626,0.792627261459631,0.393179065558006
"83","network_10","network_12",0.472846864564774,0.550913035020771,0.826434746993686,0.275521711972915
"84","network_10","network_13",0.538283874747181,0.39718339957902,0.752421543719968,0.355238144140948
"85","network_10","network_14",0.462382306905625,0.3847135101444,0.720317162778997,0.335603652634598
"86","network_11","network_12",0.311136747036541,0.295110215155864,0.487183212410812,0.192072997254948
"87","network_11","network_13",0.53968012993582,0.489775642631904,0.835222476350013,0.345446833718109
"88","network_11","network_14",0.542841123325853,0.370509196324983,0.78263729326572,0.412128096940737
"89","network_12","network_13",0.474041474179119,0.349182167711356,0.733353026497398,0.384170858786041
"90","network_12","network_14",0.552424244064183,0.302201207093232,0.728824430672857,0.426623223579625
"91","network_13","network_14",0.388874991539482,0.204308447443635,0.500099925745334,0.295791478301699
