"","i","j","S","OS","WN","ST"
"61","network_6","network_12",70.1973684210526,29.7647058823529,124.857142857143,95.0924369747899
"62","network_6","network_13",70.6849315068493,7.5,106.766355140187,99.2663551401869
"63","network_6","network_14",78.2,4.875,109.772727272727,104.897727272727
"64","network_7","network_8",68.5714285714286,69.8888888888889,132.525179856115,62.6362909672262
"65","network_7","network_9",77.5975609756098,30.5555555555556,129.503816793893,98.9482612383376
"66","network_7","network_10",85.7391304347826,31.5897435897436,150.098684210526,118.508940620783
"67","network_7","network_11",74.8987341772152,28.875,129.230769230769,100.355769230769
"68","network_7","network_12",73.8888888888889,30.4411764705882,141.147887323944,110.706710853355
"69","network_7","network_13",78.9135802469136,12,118.46218487395,106.46218487395
"70","network_7","network_14",82.3529411764706,17.952380952381,121.475409836066,103.523028883685
"71","network_8","network_9",84.6703296703297,50.3454545454545,150.315789473684,99.9703349282297
"72","network_8","network_10",92.6732673267327,54.6610169491525,174.545454545455,119.884437596302
"73","network_8","network_11",89.5161290322581,29.3333333333333,151.203947368421,121.870614035088
"74","network_8","network_12",87.3510638297872,45.5510204081633,161.963190184049,116.412169775886
"75","network_8","network_13",93.2210526315789,14.4444444444444,141.549295774648,127.104851330203
"76","network_8","network_14",94.020618556701,20.2173913043478,144.558620689655,124.341229385307
"77","network_9","network_10",64.0384615384615,49.7462686567164,125.373134328358,75.6268656716418
"78","network_9","network_11",69.6216216216216,26.71875,124.65873015873,97.9399801587302
"79","network_9","network_12",76.5432098765432,32.8421052631579,136.579710144928,103.73760488177
"80","network_9","network_13",69.4931506849315,18.6521739130435,115.137931034483,96.4857571214393
"81","network_9","network_14",71.25,22.8571428571429,115.769230769231,92.9120879120879
"82","network_10","network_11",85.3595505617977,28.21875,151.203947368421,122.985197368421
"83","network_10","network_12",83.0555555555556,48.6274509803922,164.266666666667,115.639215686275
"84","network_10","network_13",82.2325581395349,28.875,139.285714285714,110.410714285714
"85","network_10","network_14",79.3023255813953,32.4324324324324,138.792857142857,106.360424710425
"86","network_11","network_12",54.4477611940299,53.8676470588235,107.715517241379,53.8478701825558
"87","network_11","network_13",65.2898550724638,24.1153846153846,113.570175438596,89.4547908232119
"88","network_11","network_14",70.0945945945946,23.2962962962963,113.122807017544,89.8265107212476
"89","network_12","network_13",67.5205479452055,26.3548387096774,120.819672131148,94.4648334214701
"90","network_12","network_14",77,23.1724137931034,122.637096774194,99.4646829810901
"91","network_13","network_14",56.8615384615385,26.775,81.9886363636364,55.2136363636364
