"","i","j","S","OS","WN","ST"
"33","network_3","network_11",0.739130434782609,0.25,0.746268656716418,0.496268656716418
"34","network_3","network_12",0.557692307692308,0.368421052631579,0.6,0.231578947368421
"35","network_3","network_13",0.717391304347826,0.2,0.963636363636364,0.763636363636364
"36","network_3","network_14",0.765957446808511,0.75,0.947368421052632,0.197368421052632
"37","network_4","network_5",0.717391304347826,0.454545454545455,0.658227848101266,0.203682393555811
"38","network_4","network_6",0.717391304347826,0.181818181818182,0.913793103448276,0.731974921630094
"39","network_4","network_7",0.60377358490566,0.153846153846154,0.712328767123288,0.558482613277134
"40","network_4","network_8",0.447761194029851,0.266666666666667,0.541666666666667,0.275
"41","network_4","network_9",0.75,0.0833333333333333,0.736111111111111,0.652777777777778
"42","network_4","network_10",0.555555555555556,0,0.541666666666667,0.541666666666667
"43","network_4","network_11",0.782608695652174,0.333333333333333,0.805970149253731,0.472636815920398
"44","network_4","network_12",0.634615384615385,0.272727272727273,0.6375,0.364772727272727
"45","network_4","network_13",0.760869565217391,0,0.929824561403509,0.929824561403509
"46","network_4","network_14",0.787234042553192,0,0.982456140350877,0.982456140350877
"47","network_5","network_6",0.377777777777778,0.230769230769231,0.379746835443038,0.148977604673807
"48","network_5","network_7",0.415094339622642,0.1875,0.810126582278481,0.622626582278481
"49","network_5","network_8",0.313432835820896,0.235294117647059,0.6875,0.452205882352941
"50","network_5","network_9",0.583333333333333,0.384615384615385,0.759493670886076,0.374878286270691
"51","network_5","network_10",0.349206349206349,0.121212121212121,0.708333333333333,0.587121212121212
"52","network_5","network_11",0.666666666666667,0.3,0.784810126582278,0.484810126582278
"53","network_5","network_12",0.461538461538462,0.448275862068966,0.8375,0.389224137931034
"54","network_5","network_13",0.6,0.1,0.594936708860759,0.494936708860759
"55","network_5","network_14",0.680851063829787,0,0.645569620253165,0.645569620253165
"56","network_6","network_7",0.433962264150943,0.173913043478261,0.657534246575342,0.483621203097082
"57","network_6","network_8",0.328358208955224,0.347826086956522,0.5,0.152173913043478
"58","network_6","network_9",0.5625,0.4,0.652777777777778,0.252777777777778
"59","network_6","network_10",0.380952380952381,0.0434782608695652,0.479166666666667,0.435688405797101
"60","network_6","network_11",0.644444444444444,0.176470588235294,0.761194029850746,0.584723441615452
"61","network_6","network_12",0.461538461538462,0.416666666666667,0.575,0.158333333333333
"62","network_6","network_13",0.622222222222222,0.111111111111111,0.844827586206897,0.733716475095785
"63","network_6","network_14",0.702127659574468,0.142857142857143,0.896551724137931,0.753694581280788
"64","network_7","network_8",0.253731343283582,0.306451612903226,0.447916666666667,0.141465053763441
"65","network_7","network_9",0.547169811320755,0.44,0.794520547945205,0.354520547945205
"66","network_7","network_10",0.46031746031746,0.3,0.583333333333333,0.283333333333333
"67","network_7","network_11",0.490566037735849,0.523809523809524,0.780821917808219,0.257012393998695
"68","network_7","network_12",0.528301886792453,0.478260869565217,0.775,0.296739130434783
"69","network_7","network_13",0.528301886792453,0.333333333333333,0.63013698630137,0.296803652968037
"70","network_7","network_14",0.60377358490566,0.3125,0.671232876712329,0.358732876712329
"71","network_8","network_9",0.358208955223881,0.486486486486487,0.583333333333333,0.0968468468468469
"72","network_8","network_10",0.507462686567164,0.340909090909091,0.833333333333333,0.492424242424242
"73","network_8","network_11",0.388059701492537,0.434782608695652,0.583333333333333,0.148550724637681
"74","network_8","network_12",0.402985074626866,0.484848484848485,0.697916666666667,0.213068181818182
"75","network_8","network_13",0.417910447761194,0.2,0.479166666666667,0.279166666666667
"76","network_8","network_14",0.447761194029851,0.4375,0.510416666666667,0.0729166666666666
"77","network_9","network_10",0.238095238095238,0.196428571428571,0.395833333333333,0.199404761904762
"78","network_9","network_11",0.541666666666667,0.391304347826087,0.75,0.358695652173913
"79","network_9","network_12",0.557692307692308,0.407407407407407,0.725,0.317592592592593
"80","network_9","network_13",0.520833333333333,0.277777777777778,0.611111111111111,0.333333333333333
"81","network_9","network_14",0.583333333333333,0.4,0.625,0.225
"82","network_10","network_11",0.412698412698413,0.391304347826087,0.583333333333333,0.192028985507246
"83","network_10","network_12",0.428571428571429,0.457142857142857,0.71875,0.261607142857143
"84","network_10","network_13",0.365079365079365,0.230769230769231,0.458333333333333,0.227564102564103
"85","network_10","network_14",0.365079365079365,0.321428571428571,0.458333333333333,0.136904761904762
"86","network_11","network_12",0.288461538461538,0.333333333333333,0.45,0.116666666666667
"87","network_11","network_13",0.568181818181818,0.529411764705882,0.701492537313433,0.172080772607551
"88","network_11","network_14",0.574468085106383,0.35,0.701492537313433,0.351492537313433
"89","network_12","network_13",0.403846153846154,0.291666666666667,0.525,0.233333333333333
"90","network_12","network_14",0.557692307692308,0.380952380952381,0.55,0.169047619047619
"91","network_13","network_14",0.382978723404255,0.212121212121212,0.543859649122807,0.331738437001595
