"","i","j","S","OS","WN","ST"
"49","network_5","network_8",0.727272727272727,0.69047619047619,0.919753086419753,0.229276895943563
"50","network_5","network_9",0.776315789473684,0.666666666666667,0.913669064748201,0.247002398081535
"51","network_5","network_10",0.729411764705882,0.702702702702703,0.932926829268293,0.23022412656559
"52","network_5","network_11",0.813333333333333,0.807692307692308,0.964539007092199,0.156846699399891
"53","network_5","network_12",0.723684210526316,0.714285714285714,0.918367346938776,0.204081632653061
"54","network_5","network_13",0.805555555555556,0.363636363636364,0.944444444444444,0.580808080808081
"55","network_5","network_14",0.835443037974684,0.571428571428571,0.953846153846154,0.382417582417583
"56","network_6","network_7",0.710526315789474,0.62962962962963,0.917355371900826,0.287725742271197
"57","network_6","network_8",0.741573033707865,0.67741935483871,0.930555555555556,0.253136200716846
"58","network_6","network_9",0.76,0.607142857142857,0.907563025210084,0.300420168067227
"59","network_6","network_10",0.758620689655172,0.5,0.915492957746479,0.415492957746479
"60","network_6","network_11",0.797297297297297,0.65,0.940677966101695,0.290677966101695
"61","network_6","network_12",0.723684210526316,0.647058823529412,0.904761904761905,0.257703081232493
"62","network_6","network_13",0.821917808219178,0.5,0.953271028037383,0.453271028037383
"63","network_6","network_14",0.85,0.375,0.954545454545455,0.579545454545455
"64","network_7","network_8",0.571428571428571,0.62962962962963,0.784172661870504,0.154543032240874
"65","network_7","network_9",0.768292682926829,0.611111111111111,0.893129770992366,0.282018659881255
"66","network_7","network_10",0.739130434782609,0.564102564102564,0.888157894736842,0.324055330634278
"67","network_7","network_11",0.772151898734177,0.6875,0.923076923076923,0.235576923076923
"68","network_7","network_12",0.703703703703704,0.676470588235294,0.922535211267606,0.246064623032311
"69","network_7","network_13",0.839506172839506,0.5,0.932773109243697,0.432773109243697
"70","network_7","network_14",0.823529411764706,0.619047619047619,0.934426229508197,0.315378610460578
"71","network_8","network_9",0.736263736263736,0.709090909090909,0.894736842105263,0.185645933014354
"72","network_8","network_10",0.712871287128713,0.728813559322034,0.909090909090909,0.180277349768875
"73","network_8","network_11",0.806451612903226,0.666666666666667,0.927631578947368,0.260964912280702
"74","network_8","network_12",0.734042553191489,0.73469387755102,0.920245398773006,0.185551521221986
"75","network_8","network_13",0.863157894736842,0.555555555555556,0.943661971830986,0.38810641627543
"76","network_8","network_14",0.824742268041237,0.652173913043478,0.944827586206897,0.292653673163418
"77","network_9","network_10",0.576923076923077,0.492537313432836,0.746268656716418,0.253731343283582
"78","network_9","network_11",0.756756756756757,0.59375,0.896825396825397,0.303075396825397
"79","network_9","network_12",0.765432098765432,0.631578947368421,0.898550724637681,0.26697177726926
"80","network_9","network_13",0.780821917808219,0.565217391304348,0.913793103448276,0.348575712143928
"81","network_9","network_14",0.75,0.571428571428571,0.897435897435897,0.326007326007326
"82","network_10","network_11",0.797752808988764,0.65625,0.927631578947368,0.271381578947368
"83","network_10","network_12",0.722222222222222,0.784313725490196,0.933333333333333,0.149019607843137
"84","network_10","network_13",0.790697674418605,0.6875,0.928571428571429,0.241071428571429
"85","network_10","network_14",0.720930232558139,0.648648648648649,0.907142857142857,0.258494208494208
"86","network_11","network_12",0.567164179104478,0.544117647058823,0.732758620689655,0.188640973630832
"87","network_11","network_13",0.768115942028985,0.730769230769231,0.93859649122807,0.207827260458839
"88","network_11","network_14",0.77027027027027,0.62962962962963,0.912280701754386,0.282651072124756
"89","network_12","network_13",0.726027397260274,0.612903225806452,0.901639344262295,0.288736118455843
"90","network_12","network_14",0.777777777777778,0.551724137931034,0.895161290322581,0.343437152391546
"91","network_13","network_14",0.646153846153846,0.425,0.738636363636364,0.313636363636364
