"","i","j","S","OS","WN","ST"
"1","network_1","network_2",0.382978723404255,0.411764705882353,0.649122807017544,0.237358101135191
"2","network_1","network_3",0.782608695652174,0.142857142857143,0.890909090909091,0.748051948051948
"3","network_1","network_4",0.739130434782609,0.25,0.894736842105263,0.644736842105263
"4","network_1","network_5",0.866666666666667,0.333333333333333,0.964912280701754,0.631578947368421
"5","network_1","network_6",0.844444444444444,0.5,0.982456140350877,0.482456140350877
"6","network_1","network_7",0.829787234042553,0,0.982456140350877,0.982456140350877
"7","network_1","network_8",0.808510638297872,0,0.982456140350877,0.982456140350877
"8","network_1","network_9",0.851063829787234,0.5,0.982456140350877,0.482456140350877
"9","network_1","network_10",0.851063829787234,0,0.964912280701754,0.964912280701754
"10","network_1","network_11",0.886363636363636,0,0.964912280701754,0.964912280701754
"11","network_1","network_12",0.829787234042553,0.25,0.947368421052632,0.697368421052632
"12","network_1","network_13",0.926829268292683,NA,1,NA
"13","network_1","network_14",0.914893617021277,NA,1,NA
"14","network_2","network_3",0.760869565217391,0.3,0.872727272727273,0.572727272727273
"15","network_2","network_4",0.782608695652174,0.333333333333333,0.894736842105263,0.56140350877193
"16","network_2","network_5",0.822222222222222,0.5,0.970588235294118,0.470588235294118
"17","network_2","network_6",0.822222222222222,0.5,0.982758620689655,0.482758620689655
"18","network_2","network_7",0.849056603773585,0,0.985294117647059,0.985294117647059
"19","network_2","network_8",0.814814814814815,0,0.985294117647059,0.985294117647059
"20","network_2","network_9",0.854166666666667,0,0.985294117647059,0.985294117647059
"21","network_2","network_10",0.833333333333333,0,0.970588235294118,0.970588235294118
"22","network_2","network_11",0.886363636363636,0,0.970149253731343,0.970149253731343
"23","network_2","network_12",0.807692307692308,0.25,0.955882352941177,0.705882352941177
"24","network_2","network_13",0.926829268292683,NA,1,NA
"25","network_2","network_14",0.914893617021277,NA,1,NA
"26","network_3","network_4",0.41304347826087,0.411764705882353,0.636363636363636,0.224598930481283
"27","network_3","network_5",0.666666666666667,0.571428571428571,0.890909090909091,0.319480519480519
"28","network_3","network_6",0.666666666666667,0.454545454545455,0.890909090909091,0.436363636363636
"29","network_3","network_7",0.695652173913043,0.5,0.909090909090909,0.409090909090909
"30","network_3","network_8",0.630434782608696,0.5,0.872727272727273,0.372727272727273
"31","network_3","network_9",0.739130434782609,0.5,0.927272727272727,0.427272727272727
"32","network_3","network_10",0.717391304347826,0.375,0.909090909090909,0.534090909090909
"33","network_3","network_11",0.772727272727273,0.285714285714286,0.909090909090909,0.623376623376623
"34","network_3","network_12",0.630434782608696,0.5,0.872727272727273,0.372727272727273
"35","network_3","network_13",0.804878048780488,0.5,0.981481481481482,0.481481481481482
"36","network_3","network_14",0.782608695652174,0.75,0.981818181818182,0.231818181818182
"37","network_4","network_5",0.733333333333333,0.5,0.912280701754386,0.412280701754386
"38","network_4","network_6",0.733333333333333,0.333333333333333,0.929824561403509,0.596491228070176
"39","network_4","network_7",0.695652173913043,0.285714285714286,0.912280701754386,0.6265664160401
"40","network_4","network_8",0.652173913043478,0.444444444444444,0.912280701754386,0.467836257309941
"41","network_4","network_9",0.782608695652174,0.2,0.929824561403509,0.729824561403509
"42","network_4","network_10",0.760869565217391,0,0.912280701754386,0.912280701754386
"43","network_4","network_11",0.818181818181818,0.4,0.947368421052632,0.547368421052632
"44","network_4","network_12",0.717391304347826,0.333333333333333,0.894736842105263,0.56140350877193
"45","network_4","network_13",0.853658536585366,0,0.981481481481482,0.981481481481482
"46","network_4","network_14",0.804347826086957,0,0.982456140350877,0.982456140350877
"47","network_5","network_6",0.377777777777778,0.3,0.517241379310345,0.217241379310345
"48","network_5","network_7",0.488888888888889,0.4,0.876712328767123,0.476712328767123
"49","network_5","network_8",0.466666666666667,0.380952380952381,0.835443037974684,0.454490657022303
"50","network_5","network_9",0.622222222222222,0.454545454545455,0.833333333333333,0.378787878787879
"51","network_5","network_10",0.488888888888889,0.266666666666667,0.860759493670886,0.594092827004219
"52","network_5","network_11",0.681818181818182,0.545454545454545,0.925373134328358,0.379918588873813
"53","network_5","network_12",0.533333333333333,0.52,0.848101265822785,0.328101265822785
"54","network_5","network_13",0.658536585365854,0.125,0.87037037037037,0.74537037037037
"55","network_5","network_14",0.711111111111111,0,0.894736842105263,0.894736842105263
"56","network_6","network_7",0.511111111111111,0.285714285714286,0.827586206896552,0.541871921182266
"57","network_6","network_8",0.488888888888889,0.444444444444444,0.827586206896552,0.383141762452107
"58","network_6","network_9",0.6,0.421052631578947,0.810344827586207,0.38929219600726
"59","network_6","network_10",0.533333333333333,0.0769230769230769,0.793103448275862,0.716180371352785
"60","network_6","network_11",0.659090909090909,0.3,0.879310344827586,0.579310344827586
"61","network_6","network_12",0.533333333333333,0.454545454545455,0.793103448275862,0.338557993730408
"62","network_6","network_13",0.682926829268293,0.166666666666667,0.907407407407407,0.740740740740741
"63","network_6","network_14",0.733333333333333,0.166666666666667,0.912280701754386,0.745614035087719
"64","network_7","network_8",0.320754716981132,0.387755102040816,0.589041095890411,0.201285993849595
"65","network_7","network_9",0.604166666666667,0.44,0.805555555555556,0.365555555555556
