"","i","j","S","OS","WN","ST"
"1","network_1","network_2",0.574257425742574,0.555555555555556,0.32,-0.235555555555556
"2","network_1","network_3",0.21505376344086,0.75,0.107142857142857,-0.642857142857143
"3","network_1","network_4",0.258064516129032,0.631578947368421,0.105263157894737,-0.526315789473684
"4","network_1","network_5",0.130434782608696,0.666666666666667,0.0294117647058824,-0.637254901960784
"5","network_1","network_6",0.152173913043478,0.333333333333333,0.0173913043478261,-0.315942028985507
"6","network_1","network_7",0.16,0.4,0.0153846153846154,-0.384615384615385
"7","network_1","network_8",0.157894736842105,0.285714285714286,0.0130718954248366,-0.272642390289449
"8","network_1","network_9",0.147368421052632,0.5,0.0155038759689922,-0.484496124031008
"9","network_1","network_10",0.127272727272727,0.8,0.0261437908496732,-0.773856209150327
"10","network_1","network_11",0.10989010989011,0.8,0.032258064516129,-0.767741935483871
"11","network_1","network_12",0.161616161616162,0.6,0.0437956204379562,-0.556204379562044
"12","network_1","network_13",0.0681818181818182,0,0,0
"13","network_1","network_14",0.0851063829787234,0,0,0
"14","network_2","network_3",0.22,0.666666666666667,0.113821138211382,-0.552845528455285
"15","network_2","network_4",0.2,0.666666666666667,0.096,-0.570666666666667
"16","network_2","network_5",0.161616161616162,0.5,0.0272108843537415,-0.472789115646259
"17","network_2","network_6",0.161616161616162,0.285714285714286,0.0158730158730159,-0.26984126984127
"18","network_2","network_7",0.149532710280374,0.285714285714286,0.0141843971631206,-0.271529888551165
"19","network_2","network_8",0.165289256198347,0.222222222222222,0.0121951219512195,-0.210027100271003
"20","network_2","network_9",0.137254901960784,0.5,0.0142857142857143,-0.485714285714286
"21","network_2","network_10",0.153846153846154,0.5,0.024390243902439,-0.475609756097561
"22","network_2","network_11",0.102040816326531,0.8,0.0296296296296296,-0.77037037037037
"23","network_2","network_12",0.188679245283019,0.5,0.0405405405405405,-0.459459459459459
"24","network_2","network_13",0.0631578947368421,0,0,0
"25","network_2","network_14",0.0792079207920792,0,0,0
"26","network_3","network_4",0.58695652173913,0.571428571428571,0.357142857142857,-0.214285714285714
